INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,X,Y
I162045950,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,E18,,6/10/16,2016,6,Friday,19,Part Two,HYDE PARK AVE,42.25622,-71.12402
I162045944,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,E18,,6/10/16,2016,6,Friday,19,Part Two,HYDE PARK AVE,42.25622,-71.12402
I162045909,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,D14,,6/10/16,2016,6,Friday,17,Part Two,WASHINGTON ST,42.35043,-71.16637
I162045891,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,C11,,6/10/16,2016,6,Friday,16,Part Two,HANCOCK ST,42.31043,-71.06134
I162045871,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,C11,,6/10/16,2016,6,Friday,0,Part Two,HANCOCK ST,42.31248,-71.06429
I162045870,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,C11,,6/10/16,2016,6,Friday,0,Part Two,HANCOCK ST,42.31248,-71.06429
I162045160,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A15,,6/8/16,2016,6,Wednesday,11,Part Two,VINE ST,42.37643,-71.05559
I162044975,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,E18,,6/7/16,2016,6,Tuesday,20,Part Two,HYDE PARK AVE,42.25622,-71.12402
I162044874,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,C11,,6/7/16,2016,6,Tuesday,16,Part Two,HANCOCK ST,42.31043,-71.06134
I162044844,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A1,,6/7/16,2016,6,Tuesday,13,Part Two,PARK ST,42.3565,-71.062
I162044600,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A1,,6/6/16,2016,6,Monday,17,Part Two,TREMONT ST,42.35517,-71.06334
I162044528,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,D4,,6/6/16,2016,6,Monday,13,Part Two,ALBANY ST,42.33361,-71.07337
I162044508,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,D4,,6/6/16,2016,6,Monday,12,Part Two,HARRISON AVE,42.33402,-71.07638
I162044302,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,E13,,6/5/16,2016,6,Sunday,17,Part Two,COVENTRY ST,42.33695,-71.08575
I162044278,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,E13,,6/5/16,2016,6,Sunday,0,Part Two,WASHINGTON ST,42.30972,-71.10429
I162044276,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,E13,,6/5/16,2016,6,Sunday,0,Part Two,WASHINGTON ST,42.30972,-71.10429
I162044025,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,C11,,6/4/16,2016,6,Saturday,16,Part Two,DORCHESTER AVE,42.29282,-71.06233
I162043761,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,E18,,6/3/16,2016,6,Friday,18,Part Two,HYDE PARK AVE,42.25622,-71.12402
I162043703,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,C11,,6/3/16,2016,6,Friday,16,Part Two,HANCOCK ST,42.31043,-71.06134
I162043654,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A1,,6/3/16,2016,6,Friday,13,Part Two,JOY ST,42.35834,-71.06508
I162043476,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,C11,,6/2/16,2016,6,Thursday,20,Part Two,HANCOCK ST,42.31043,-71.06134
I162043467,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,E18,,6/2/16,2016,6,Thursday,19,Part Two,LINWOOD ST,42.25712,-71.12803
I162043345,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A1,,6/2/16,2016,6,Thursday,13,Part Two,TREMONT ST,42.35428,-71.0638
I162043326,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A1,,6/2/16,2016,6,Thursday,13,Part Two,BEACON ST,42.35716,-71.06507
I162043156,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,E18,,6/1/16,2016,6,Wednesday,20,Part Two,HYDE PARK AVE,42.25622,-71.12402
I162043123,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A1,,6/1/16,2016,6,Wednesday,17,Part Two,ESSEX ST,42.35249,-71.06139
I162043081,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A1,,6/1/16,2016,6,Wednesday,13,Part Two,CAUSEWAY ST,42.36474,-71.06257
I162042847,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A1,,5/31/16,2016,5,Tuesday,18,Part Two,BOYLSTON ST,42.35242,-71.06525
I162042825,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,D4,,5/31/16,2016,5,Tuesday,18,Part Two,CENTRE ST,42.28709,-71.14822
I162041932,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,E18,,5/28/16,2016,5,Saturday,0,Part Two,HYDE PARK AVE,42.25622,-71.12402
I162041618,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,D14,,5/27/16,2016,5,Friday,19,Part Two,CAROL AVE,42.34498,-71.14091
I162041598,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,D4,,5/27/16,2016,5,Friday,18,Part Two,WASHINGTON ST,42.33384,-71.08029
I162041511,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A1,,5/27/16,2016,5,Friday,13,Part Two,BEACON ST,42.35716,-71.06507
I162041311,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A1,,5/26/16,2016,5,Thursday,17,Part Two,TREMONT ST,42.35594,-71.06258
I162041300,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A1,,5/26/16,2016,5,Thursday,18,Part Two,BOYLSTON ST,42.35231,-71.06371
I162040984,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,D4,,5/25/16,2016,5,Wednesday,17,Part Two,TREMONT ST,42.33698,-71.08459
I162040964,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A1,,5/25/16,2016,5,Wednesday,18,Part Two,BOYLSTON ST,42.35234,-71.06297
I162040858,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A15,,5/25/16,2016,5,Wednesday,12,Part Two,VINE ST,42.37663,-71.05593
I162040677,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,D4,,5/24/16,2016,5,Tuesday,19,Part Two,CENTRE ST,42.28709,-71.14822
I162040639,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,D4,,5/24/16,2016,5,Tuesday,18,Part Two,SHAWMUT AVE,42.33827,-71.07663
I162040353,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,E13,,5/23/16,2016,5,Monday,19,Part Two,WASHINGTON ST,42.30972,-71.10429
I162040030,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A1,,5/22/16,2016,5,Sunday,18,Part Two,HARRISON AVE,42.3523,-71.06133
I162040001,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,E13,,5/22/16,2016,5,Sunday,17,Part Two,WASHINGTON ST,42.30972,-71.10429
I162039783,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,E18,,5/21/16,2016,5,Saturday,21,Part Two,HYDE PARK AVE,42.25622,-71.12402
I162039469,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,D4,,5/18/16,2016,5,Wednesday,18,Part Two,CENTRE ST,42.28709,-71.14822
I162039438,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,D4,,5/20/16,2016,5,Friday,16,Part Two,E SPRINGFIELD ST,42.33698,-71.07632
I162039421,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A1,,5/20/16,2016,5,Friday,15,Part Two,BOYLSTON ST,42.35242,-71.06525
I162039195,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A1,,5/19/16,2016,5,Thursday,11,Part Two,BOYLSTON ST,42.35233,-71.0641
I162039174,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A1,,5/19/16,2016,5,Thursday,17,Part Two,OXFORD ST,42.35193,-71.06049
I162038964,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A15,,5/18/16,2016,5,Wednesday,22,Part Two,VINE ST,42.37663,-71.05593
I162038867,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,B2,,5/18/16,2016,5,Wednesday,17,Part Two,WASHINGTON ST,42.33239,-71.08133
I162038736,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,D4,,5/18/16,2016,5,Wednesday,11,Part Two,HARRISON AVE,42.33954,-71.06941
I162038561,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,B2,,5/17/16,2016,5,Tuesday,17,Part Two,BLUE HILL AVE,42.30645,-71.08453
I162038449,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,B2,,5/17/16,2016,5,Tuesday,11,Part Two,DUDLEY ST,42.32884,-71.0846
I162038249,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,E18,,5/16/16,2016,5,Monday,17,Part Two,HYDE PARK AVE,42.25622,-71.12402
I162038247,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,E18,,5/16/16,2016,5,Monday,17,Part Two,HYDE PARK AVE,42.25622,-71.12402
I162038245,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,E18,,5/16/16,2016,5,Monday,17,Part Two,HYDE PARK AVE,42.25622,-71.12402
I162037944,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A1,,5/15/16,2016,5,Sunday,17,Part Two,BOYLSTON ST,42.35231,-71.06371
I162037744,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,E18,,5/14/16,2016,5,Saturday,21,Part Two,HYDE PARK AVE,42.25622,-71.12402
I162037637,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A1,,5/14/16,2016,5,Saturday,12,Part Two,BOYLSTON ST,42.35242,-71.06525
I162037407,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A1,,5/13/16,2016,5,Friday,15,Part Two,WEST ST,42.35459,-71.06219
I162037389,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A1,,5/13/16,2016,5,Friday,15,Part Two,BEACON ST,42.35716,-71.06507
I162037381,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,B2,,5/13/16,2016,5,Friday,15,Part Two,SCHROEDER PLZ,42.33368,-71.09188
I162037150,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,D4,,5/12/16,2016,5,Thursday,18,Part Two,E LENOX ST,42.33505,-71.0788
I162036840,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,E18,,5/11/16,2016,5,Wednesday,20,Part Two,HYDE PARK AVE,42.25622,-71.12402
I162036832,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,D14,,5/11/16,2016,5,Wednesday,20,Part Two,WASHINGTON ST,42.32866,-71.08563
I162036821,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,D14,,5/11/16,2016,5,Wednesday,16,Part Two,WASHINGTON ST,42.34906,-71.1505
I162036504,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A1,,5/10/16,2016,5,Tuesday,19,Part Two,BOYLSTON ST,42.35231,-71.06371
I162036486,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,D14,,5/10/16,2016,5,Tuesday,19,Part Two,WASHINGTON ST,42.32866,-71.08563
I162036321,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,D14,,5/10/16,2016,5,Tuesday,11,Part Two,WASHINGTON ST,42.32866,-71.08563
I162036218,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,D4,,5/9/16,2016,5,Monday,0,Part Two,HARRISON AVE,42.33954,-71.06941
I162036125,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A1,,5/9/16,2016,5,Monday,16,Part Two,TREMONT ST,42.35428,-71.0638
I162036088,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A1,,5/9/16,2016,5,Monday,15,Part Two,,42.35548,-71.06052
I162036000,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A1,,5/9/16,2016,5,Monday,10,Part Two,CANAL ST,42.36395,-71.05943
I162035621,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,D4,,5/7/16,2016,5,Saturday,18,Part Two,ALBANY ST,42.33242,-71.07501
I162035604,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,E13,,5/7/16,2016,5,Saturday,16,Part Two,WASHINGTON ST,42.30972,-71.10429
I162035372,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,B2,,5/6/16,2016,5,Friday,22,Part Two,MARTIN LUTHER KING JR BLV,42.32166,-71.09196
I162035242,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,D14,,5/6/16,2016,5,Friday,15,Part Two,WASHINGTON ST,42.32866,-71.08563
I162035240,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,C6,,5/6/16,2016,5,Friday,14,Part Two,MASSACHUSETTS AVE,42.33152,-71.07085
I162035013,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,E13,,5/5/16,2016,5,Thursday,16,Part Two,WASHINGTON ST,42.30972,-71.10429
I162034937,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,C6,,5/5/16,2016,5,Thursday,16,Part Two,MASSACHUSETTS AVE,42.33152,-71.07085
I162034924,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,E18,,5/5/16,2016,5,Thursday,16,Part Two,HYDE PARK AVE,42.25622,-71.12402
I162034463,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,D4,,5/3/16,2016,5,Tuesday,19,Part Two,COLUMBUS AVE,42.3406,-71.08174
I162034398,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,E18,,5/3/16,2016,5,Tuesday,16,Part Two,HYDE PARK AVE,42.25622,-71.12402
I162034304,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,E5,,5/3/16,2016,5,Tuesday,10,Part Two,HARRISON ST,42.28863,-71.12002
I162034140,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,E18,,5/2/16,2016,5,Monday,17,Part Two,HYDE PARK AVE,42.25622,-71.12402
I162034109,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,C11,,5/2/16,2016,5,Monday,15,Part Two,HANCOCK ST,42.31043,-71.06134
I162034081,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,C11,,5/2/16,2016,5,Monday,14,Part Two,HANCOCK ST,42.31043,-71.06134
I162033765,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,E13,,5/1/16,2016,5,Sunday,14,Part Two,WASHINGTON ST,42.30972,-71.10429
I162033280,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,E18,,4/29/16,2016,4,Friday,16,Part Two,HYDE PARK AVE,42.25622,-71.12402
I162033279,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,E18,,4/29/16,2016,4,Friday,16,Part Two,HYDE PARK AVE,42.25622,-71.12402
I162033278,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,E18,,4/29/16,2016,4,Friday,6,Part Two,HYDE PARK AVE,42.25622,-71.12402
I162033053,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,E13,,4/28/16,2016,4,Thursday,16,Part Two,WASHINGTON ST,42.30972,-71.10429
I162033052,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,E13,,4/28/16,2016,4,Thursday,20,Part Two,WASHINGTON ST,42.30972,-71.10429
I162033014,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,C6,,4/28/16,2016,4,Thursday,16,Part Two,MASSACHUSETTS AVE,42.33152,-71.07085
I162032916,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A7,,4/28/16,2016,4,Thursday,11,Part Two,BORDER ST,42.37958,-71.04011
I162032801,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,D4,,4/27/16,2016,4,Wednesday,16,Part Two,HARRISON AVE,42.33954,-71.06941
I162032777,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,E18,,4/27/16,2016,4,Wednesday,19,Part Two,HYDE PARK AVE,42.25622,-71.12402
I162032700,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A1,,4/27/16,2016,4,Wednesday,15,Part Two,KNEELAND ST,42.35054,-71.06119
I162032143,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A1,,4/25/16,2016,4,Monday,16,Part Two,TREMONT ST,42.35428,-71.0638
I162031301,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A1,,4/22/16,2016,4,Friday,18,Part Two,BOYLSTON ST,42.35231,-71.06371
I162031300,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,E13,,4/22/16,2016,4,Friday,16,Part Two,WASHINGTON ST,42.30972,-71.10429
I162031037,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,D4,,9/28/16,2016,9,Wednesday,9,Part Two,BOYLSTON ST,42.35231,-71.06371
I162030873,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,D4,,4/21/16,2016,4,Thursday,11,Part Two,HARRISON AVE,42.33954,-71.06941
I162030762,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,D4,,4/20/16,2016,4,Wednesday,0,Part Two,HARRISON AVE,42.33954,-71.06941
I162030690,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A1,,4/20/16,2016,4,Wednesday,16,Part Two,BOYLSTON ST,42.35242,-71.06525
I162030687,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A1,,4/20/16,2016,4,Wednesday,16,Part Two,BEACON ST,42.35716,-71.06507
I162029791,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,C11,,4/17/16,2016,4,Sunday,14,Part Two,GENEVA AVE,42.29849,-71.06313
I162029599,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,E18,,4/16/16,2016,4,Saturday,18,Part Two,HYDE PARK AVE,42.25622,-71.12402
I162029595,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A1,,4/16/16,2016,4,Saturday,18,Part Two,WINTER PL,42.35565,-71.06143
I162029576,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,E18,,4/16/16,2016,4,Saturday,0,Part Two,HYDE PARK AVE,42.25622,-71.12402
I162029311,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,D14,,4/15/16,2016,4,Friday,17,Part Two,WASHINGTON ST,42.32866,-71.08563
I162029296,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,D4,,4/15/16,2016,4,Friday,17,Part Two,HARRISON AVE,42.33954,-71.06941
I162029284,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,E18,,4/15/16,2016,4,Friday,16,Part Two,HYDE PARK AVE,42.25622,-71.12402
I162029283,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,E18,,4/15/16,2016,4,Friday,16,Part Two,HYDE PARK AVE,42.25622,-71.12402
I162029088,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,C11,,4/14/16,2016,4,Thursday,20,Part Two,HANCOCK ST,42.31043,-71.06134
I162029075,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,E18,,4/14/16,2016,4,Thursday,19,Part Two,HYDE PARK AVE,42.25622,-71.12402
I162029056,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A1,,4/14/16,2016,4,Thursday,17,Part Two,BEACH ST,42.35121,-71.05988
I162029031,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,B2,,4/14/16,2016,4,Thursday,17,Part Two,TREMONT ST,42.33402,-71.09039
I162029008,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,D4,,4/14/16,2016,4,Thursday,15,Part Two,HARRISON AVE,42.33954,-71.06941
I162028715,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A1,,4/13/16,2016,4,Wednesday,16,Part Two,CAUSEWAY ST,42.36474,-71.06257
I162028707,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,B2,,4/13/16,2016,4,Wednesday,17,Part Two,SCHROEDER PLZ,42.33368,-71.09188
I162028428,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A7,,4/12/16,2016,4,Tuesday,18,Part Two,PARIS ST,42.37082,-71.03929
I162028320,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A1,,4/12/16,2016,4,Tuesday,13,Part Two,KNEELAND ST,42.35054,-71.06119
I162028137,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,E13,,4/11/16,2016,4,Monday,16,Part Two,WASHINGTON ST,42.30972,-71.10429
I162027829,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A1,,4/10/16,2016,4,Sunday,20,Part Two,ESSEX ST,42.35247,-71.06167
I162027827,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,D4,,4/10/16,2016,4,Sunday,20,Part Two,HARRISON AVE,42.34285,-71.06516
I162027733,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,E13,,4/10/16,2016,4,Sunday,12,Part Two,WASHINGTON ST,42.30972,-71.10429
I162027546,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,E18,,4/9/16,2016,4,Saturday,17,Part Two,HYDE PARK AVE,42.25622,-71.12402
I162027315,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,E18,,4/8/16,2016,4,Friday,19,Part Two,HYDE PARK AVE,42.25622,-71.12402
I162027313,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,E18,,4/8/16,2016,4,Friday,19,Part Two,HYDE PARK AVE,42.25622,-71.12402
I162027281,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,B2,,4/8/16,2016,4,Friday,17,Part Two,SCHROEDER PLZ,42.33368,-71.09188
I162027277,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A1,,4/8/16,2016,4,Friday,16,Part Two,BEACH ST,42.35142,-71.06085
I162027261,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,B2,,4/8/16,2016,4,Friday,16,Part Two,WASHINGTON ST,42.32866,-71.08563
I162027223,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A15,,4/8/16,2016,4,Friday,14,Part Two,VINE ST,42.37663,-71.05593
I162027000,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,D4,,4/7/16,2016,4,Thursday,19,Part Two,CENTRE ST,42.28709,-71.14822
I162026380,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,E18,,4/5/16,2016,4,Tuesday,17,Part Two,RIVER ST,42.24576,-71.13634
I162025749,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,B2,,4/3/16,2016,4,Sunday,9,Part Two,WASHINGTON ST,42.32866,-71.08563
I162025273,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A1,,12/19/16,2016,12,Monday,17,Part Two,BEACH ST,42.35147,-71.06217
I162025173,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A1,,4/1/16,2016,4,Friday,12,Part Two,PARK ST,42.3565,-71.062
I162024664,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,E13,,3/30/16,2016,3,Wednesday,16,Part Two,WASHINGTON ST,42.30972,-71.10429
I162024650,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,E18,,3/30/16,2016,3,Wednesday,16,Part Two,HYDE PARK AVE,42.25622,-71.12402
I162024647,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,E18,,3/30/16,2016,3,Wednesday,0,Part Two,HYDE PARK AVE,42.25622,-71.12402
I162024645,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,E18,,3/30/16,2016,3,Wednesday,16,Part Two,HYDE PARK AVE,42.25622,-71.12402
I162024644,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,E18,,3/30/16,2016,3,Wednesday,19,Part Two,HYDE PARK AVE,42.25622,-71.12402
I162024334,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,E13,,3/29/16,2016,3,Tuesday,16,Part Two,WASHINGTON ST,42.30972,-71.10429
I162024290,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,E18,,3/29/16,2016,3,Tuesday,17,Part Two,HYDE PARK AVE,42.25622,-71.12402
I162024226,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A1,,3/29/16,2016,3,Tuesday,13,Part Two,BOYLSTON ST,42.35242,-71.06525
I162024219,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A15,,3/29/16,2016,3,Tuesday,13,Part Two,VINE ST,42.37663,-71.05593
I162023926,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A1,,3/28/16,2016,3,Monday,13,Part Two,HAYWARD PL,42.35312,-71.06199
I162023455,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,E13,,3/26/16,2016,3,Saturday,12,Part Two,WASHINGTON ST,42.30972,-71.10429
I162023229,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A1,,3/25/16,2016,3,Friday,18,Part Two,TREMONT ST,42.35594,-71.06258
I162023179,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A7,,3/25/16,2016,3,Friday,15,Part Two,CHELSEA ST,42.37004,-71.03872
I162022949,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,B2,,3/24/16,2016,3,Thursday,18,Part Two,HYDE PARK AVE,42.25189,-71.12535
I162022912,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A7,,3/24/16,2016,3,Thursday,16,Part Two,BREMEN ST,42.37168,-71.03564
I162022808,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A15,,3/24/16,2016,3,Thursday,10,Part Two,VINE ST,42.37663,-71.05593
I162022685,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A7,,3/23/16,2016,3,Wednesday,19,Part Two,PARIS ST,42.37082,-71.03929
I162022657,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A7,,3/23/16,2016,3,Wednesday,18,Part Two,DECATUR ST,42.37272,-71.04051
I162022613,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A1,,3/23/16,2016,3,Wednesday,16,Part Two,NEW SUDBURY ST,42.36184,-71.05976
I162022572,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A1,,3/23/16,2016,3,Wednesday,13,Part Two,BOYLSTON ST,42.35231,-71.06371
I162022376,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,D14,,3/22/16,2016,3,Tuesday,17,Part Two,CAMBRIDGE ST,42.35016,-71.14711
I162022344,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,B2,,3/22/16,2016,3,Tuesday,17,Part Two,DUDLEY ST,42.3286,-71.08275
I162022317,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A1,,3/22/16,2016,3,Tuesday,16,Part Two,HARRISON AVENUE EXT,42.35314,-71.06144
I162022248,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,E5,,3/22/16,2016,3,Tuesday,13,Part Two,FLORENCE ST,42.28623,-71.1245
I162022065,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,B2,,3/21/16,2016,3,Monday,19,Part Two,HYDE PARK AVE,42.25189,-71.12535
I162022051,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,E18,,3/21/16,2016,3,Monday,16,Part Two,HYDE PARK AVE,42.25622,-71.12402
I162021513,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,C6,,3/19/16,2016,3,Saturday,17,Part Two,NEW SUDBURY ST,42.36184,-71.05976
I162021463,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,C6,,3/19/16,2016,3,Saturday,14,Part Two,MASSACHUSETTS AVE,42.33152,-71.07085
I162021251,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,E13,,3/18/16,2016,3,Friday,0,Part Two,WASHINGTON ST,42.30972,-71.10429
I162021243,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,D14,,3/18/16,2016,3,Friday,16,Part Two,WASHINGTON ST,42.34906,-71.1505
